id,candidate,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,name,retweet_count,text,user_timezone,,,,,,,,,,,,,,tweet_created
720,Donald Trump,yes,1,Negative,1,Immigration,ElkaSelzer,102,RT @ThePatriot143: Let me help @FoxNews they wanted proof from Trump RE: Illegal Mexican Criminals #GOPDebate http://t.co/6yqBHhngsE http:/๏ฟฝ,United States,Quito,,,,,,,,,,,,,3/29/2021 9:327
721,No candidate mentioned,yes,1,Neutral,0.6489,None of the above,GavHull,1591,"RT @pattonoswalt: My daughter, just now: ""Can't we watch CUPCAKE WARS?""
Me: ""We are, sweetie. We are."" #GOPDebate",,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:328
722,No candidate mentioned,yes,1,Positive,0.6739,None of the above,summer0655,1,RT @alexandraheuser: GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,,,,,,,,,,,,,,,3/29/2021 9:329
723,No candidate mentioned,yes,1,Negative,0.6629,Jobs and Economy,JessicaTamale,16,"RT @reedfrich: Terms not mentioned tonight at #GOPDebate:
-income inequality
-minimum wage
-climate change
-voting rights
-parental leave
-๏ฟฝ",SoCal๏ฟฝ๏ฟฝ,,,,,,,,,,,,,,3/29/2021 9:330
724,No candidate mentioned,yes,1,Negative,1,None of the above,FrancoCocaine,37,"RT @99AndThe2000: This is the biggest shit show I've ever seen.

Everybody on stage looks like they got their ass kicked in the 10th grade.๏ฟฝ",,,,,,,,,,,,,,,3/29/2021 9:331
725,Jeb Bush,yes,1,Negative,0.6867,None of the above,coachrogers4,23,RT @palmaceiahome1: If anyone thinks Jeb Bush is going to secure the border and stop sanctuary cities their smoking crack. #GOPDebate,,,,,,,,,,,,,,,3/29/2021 9:332
726,No candidate mentioned,yes,0.6322,Neutral,0.6322,,NapoleonBXSith,0,#GOPDebate #BlackTwitter about last night https://t.co/Zh9M8Bx4vb,,,,,,,,,,,,,,,3/29/2021 9:333
727,Mike Huckabee,yes,1,Positive,1,None of the above,rosierebekaha,0,@GovMikeHuckabee Thought you did a good job articulating the issues. #GOPDebate,,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:334
728,No candidate mentioned,yes,1,Neutral,0.6667,None of the above,_humairaaaa,205,RT @amaraconda: me @ every republican ever #GOPDebate http://t.co/58imcbHrA7,,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:335
729,Donald Trump,yes,1,Neutral,0.6735,FOX News or Moderators,Mariann44764635,2,RT @palmaceiahome1: Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,"Pomaria,SC",,,,,,,,,,,,,,3/29/2021 9:336
730,No candidate mentioned,yes,1,Negative,1,Jobs and Economy,EliOnTheRework,8,"RT @ChrisJZullo: No substantive conversation about income inequality, declining wages, social security or race and minorities. #GOPDebate a๏ฟฝ",PAGE FOR LIKE MINDED FRIENDS,Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:337
731,No candidate mentioned,yes,1,Negative,1,Abortion,Jesus_Lori,100,"RT @toddstarnes: Megyn Kelly: ""Would you really let a mother die rather than have an abortion?๏ฟฝ๏ฟฝ๏ฟฝ Are you freaking kidding me? #GOP",,Atlantic Time (Canada),,,,,,,,,,,,,3/29/2021 9:338
732,No candidate mentioned,yes,1,Negative,1,None of the above,alaimoa,1,RT @revjaydub: Clown show. #GOPDebate http://t.co/uyWu9jQcEx,"Red Bank, NJ",Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:339
733,Marco Rubio,yes,1,Negative,0.6742,Abortion,walk2free,43,"RT @JillStanek: ""I think future generations will look back and call us barbarians for killing millions of babies."" ~@MarcoRubio #GOPDebate ๏ฟฝ",USA,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:340
734,No candidate mentioned,yes,1,Neutral,1,None of the above,Gelz68,0,@JonathanHoenig I thought this may be a reference to SOME candidates BS in the #GOPDebate last night ;),Chicago-ish,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:341
735,No candidate mentioned,yes,1,Negative,0.6812,None of the above,JT_Bryant,5,RT @gregmepstein: As 501c3 non-profit exec @HarvardHumanist @HumanistHub I legally can't do partisan advocacy-but demonizing @PPact=morally๏ฟฝ,"Lynchburg, VA",Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:342
736,No candidate mentioned,yes,1,Neutral,1,None of the above,BenLebo,0,A colleague of mine handed out grades for last night's #GOPDebate check it out: http://t.co/muJedVszhG,Santa Barbara (via Arizona),Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:343
737,No candidate mentioned,yes,1,Negative,1,Immigration,paolo44444,0,"#GOPDebate ignored America๏ฟฝ๏ฟฝ๏ฟฝs 45 million poor, but didn๏ฟฝ๏ฟฝ๏ฟฝt stop the candidates from mentioning ๏ฟฝ๏ฟฝ๏ฟฝimmigration๏ฟฝ๏ฟฝ๏ฟฝ and ๏ฟฝ๏ฟฝ๏ฟ",,Ljubljana,,,,,,,,,,,,,3/29/2021 9:344
738,No candidate mentioned,yes,1,Negative,1,LGBT issues,censoredbee,1,RT @gearhead81: #GOPDebate so the debate for POTUS comes down to who is the best insulter of + sized irrelevant lesbians? &amp; youre doing wha๏ฟฝ,Landmasser in Who Dat Nation ,,,,,,,,,,,,,,3/29/2021 9:345
739,Marco Rubio,yes,0.6523,Positive,0.6523,None of the above,MsLyriss,89,RT @lilwolf30: Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate http://t.co/Cl2BuZXQYZ,,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:346
740,No candidate mentioned,yes,1,Negative,1,None of the above,azblonde2015,2,"RT @Momfullofhope: Bingo #GOPDebate #KochBrothers 
#Puppets Wined and Dined last weekendas planned #Shameful 
#MakeAmericaGreatAgain  https๏ฟฝ",,,,,,,,,,,,,,,3/29/2021 9:347
741,John Kasich,yes,0.6629,Neutral,0.6629,None of the above,mauritaniafrica,0,"WSJThinkTank: RT rentamob: In #GOPDebate, John Kasich showed himself to be an alternative to Jeb Bush, says LindaJKillian:  ๏ฟฝ",U.S.A,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:348
742,No candidate mentioned,yes,1,Neutral,1,None of the above,meluntch,5,RT @coryjcrowley: Oddest thing so far about #GOPDebate @IamStevenT is sitting three rows ahead of me http://t.co/oYfVREeiaX,"Kansas City, MO",Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:349
743,No candidate mentioned,yes,1,Negative,0.7049,None of the above,chadallanjones,0,"It's good that Facebook had their logo all over the debate last night, otherwise their brand awareness might have suffered. #GOPDebate",,Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:350
744,No candidate mentioned,yes,0.6932,Negative,0.6932,FOX News or Moderators,youthgirlpower,0,@megynkelly showed at the #GOPDebate she has no biz being a moderator. She is an interviewer and nothing else. @FoxNews failed last night.,,Atlantic Time (Canada),,,,,,,,,,,,,3/29/2021 9:351
745,No candidate mentioned,yes,0.6614,Positive,0.3358,None of the above,goodsababu,0,Why's THIS the most retweeted comment of the #GOPDebate? B/C it's more truthful than anything any GOP candidate said https://t.co/nicl3cYjPs,Washington State,Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:352
746,No candidate mentioned,yes,0.6667,Negative,0.6667,None of the above,kellscaldwell,0,I learned that i cant watch the #GOP before bed #nightmares #GOPDebate #GOPDebacle,,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:353
747,Ben Carson,yes,0.6617,Positive,0.6617,None of the above,4thePotter,0,"""@FoxNews: .@brithume: ๏ฟฝ๏ฟฝ๏ฟฝThe best closing statement was @RealBenCarson's.๏ฟฝ๏ฟฝ๏ฟฝ #GOPDebate #KellyFile http://t.c"" . . . i so agree!",Northeast-Central Florida,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:354
748,Donald Trump,yes,1,Neutral,0.625,FOX News or Moderators,NeverYouMind,0,"Oooh, so Fox News also doesn't want Trump to be president. #GOPDebate",The Fla,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:355
749,Donald Trump,yes,1,Negative,1,None of the above,RTDNEWS,1,"RT @MSchmidtRTD: Va. GOP leaders praise debate performances. Trump's, not so much. http://t.co/Ul5pgAq4UH #Election2016 #GOPDebate","Richmond, VA",Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:356
750,No candidate mentioned,yes,1,Neutral,1,None of the above,BiHiRiverOfLife,0,#GOPDebate constant: those who have already committed to a candidate believe it was their ox that was gored last night. #tcot,"Dublin, PA",Atlantic Time (Canada),,,,,,,,,,,,,3/29/2021 9:357
751,No candidate mentioned,yes,1,Negative,1,None of the above,hoovers1mom,0,@YaleClimateComm @JerryBrownGov not a peep from them...  It's because they take $$ from oil &amp; gas!  Why would they #ActOnClimate #GOPDebate,greatest city on earth,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:358
752,Ted Cruz,yes,0.6737,Positive,0.6737,None of the above,gcustomer99,0,"@SteveDeaceShow
Since Ronald Reagan, @tedcruz is definitely the nominee #Conservatives have been waiting for!

#tcot
#GOPDebate
#CruzCrew",Ted Cruz & Bobby Jindal~2016,,,,,,,,,,,,,,3/29/2021 9:359
753,Scott Walker,yes,1,Positive,1,None of the above,JoshKaz,0,Walker kept his points tight and clean but I want to see him run the clock longer in the next debate. #GOPDebate,Southern California,Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:360
754,Rand Paul,yes,1,Negative,1,None of the above,MickyFad,0,They are trying to keep Rand Paul out of the debate like they did with his father. #GOPDebate #tcot #tlot http://t.co/cst2rRdnL7,Philadelphia,,,,,,,,,,,,,,3/29/2021 9:361
755,Donald Trump,yes,1,Negative,1,None of the above,dare2dream82,34,"RT @_HankRearden: Well, so much for Krauthammer's theory about the 'collapse of Trump' lol. #GOPDebate #Trump2016 http://t.co/xtMDUbZGnj",United States,,,,,,,,,,,,,,3/29/2021 9:362
756,Donald Trump,yes,1,Positive,0.6477,None of the above,azblonde2015,147,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ http",,,,,,,,,,,,,,,3/29/2021 9:363
757,Donald Trump,yes,1,Negative,1,Women's Issues (not abortion though),SkyNebulaWmn,0,@realDonaldTrump has issues with women 4 ex wives &amp; a daughter -Obama has 2 daughters 1 wife &amp; is Very Respectful #gopdebate #msnbc #cnn,Michigan,Quito,,,,,,,,,,,,,3/29/2021 9:364
758,No candidate mentioned,yes,1,Positive,0.653,None of the above,gidgey,0,"@tweetreachapp Of course. It'd be cool to see which users ranked highest for #GOPDebate tweets, too. After all, we're the tweeters.","Dana Point, CA",Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:365
759,Rand Paul,yes,1,Positive,0.6629,None of the above,ScorpionsPriest,5,Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Massachusetts,Atlantic Time (Canada),,,,,,,,,,,,,3/29/2021 9:366
760,No candidate mentioned,yes,1,Neutral,0.6574,None of the above,summer0655,1,RT @alexandraheuser: #FF WHOA (WEIRD format -Any1 know about this?) https://t.co/Np8CjQWYJi #GOPDebate #GOP #RNC @Reince @rushlimbaugh @kil๏ฟฝ,,,,,,,,,,,,,,,3/29/2021 9:367
761,Ben Carson,yes,1,Negative,1,Racial issues,activeeq,960,"RT @JamilSmith: Ben Carson says that folks are trying to start a race war. Is he talking about #BlackLivesMatter, or folks like Dylann Roof๏ฟฝ",,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:368
762,No candidate mentioned,yes,0.6421,Negative,0.6421,,mynette,0,"Numbnuts! ""@FoxNews dedicated &lt; 2min of 2hr debate to Qs about ways black America has been under attack"" #GOPDebate http://t.co/TXMkGV9hIb","New York, NY",Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:369
763,Marco Rubio,yes,1,Positive,1,None of the above,LucasEVieira,0,"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate","Santa Barbara, CA",Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:370
764,No candidate mentioned,yes,1,Neutral,1,None of the above,mauritaniafrica,0,"vicenews: Yes, there was a #GOPDebate last night but here's what happened at Canada's: http://t.co/jwUQeKDKjl http://t.co/jAOyjUTVF9",U.S.A,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:371
765,No candidate mentioned,yes,1,Negative,1,None of the above,PoloT_TreyG,0,I'm still convinced that no amount of sage in the world could've extinguished the bad energy and negative vibes at the #GOPDebate last night,"Tampa, FL- Miami, FL - Mars",Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:372
766,No candidate mentioned,yes,1,Neutral,1,None of the above,dragonheart3746,0,Bernie Sanders live-tweeted the #GOPDebate http://t.co/oz6UPiBXRp via @HuffPostPol,,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:373
767,Donald Trump,yes,1,Neutral,0.3548,None of the above,JustinMurphy,0,"Finally watched the #GOPDebate, freakin' hilarious. Kelly killed it, and Trump definitely got his showboat. Was there anyone else there?",somewhere in my car,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:374
768,No candidate mentioned,yes,1,Neutral,0.6637,None of the above,Fore_not_four,62,"RT @RedStateJake: Looking for a new candidate to support after last night's #GOPDebate?

http://t.co/p7HNjW98Fn

#Carly2016 #tcot #tlot htt๏ฟฝ",Home,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:375
769,No candidate mentioned,yes,1,Negative,0.6792,None of the above,MrIanMacIntyre,0,"Hands up if you would want to read a sequel to David Brock's ""The Republican Noise Machine"" covering the past 11 years. #GOPDebate","Toronto, Ontario",,,,,,,,,,,,,,3/29/2021 9:376
770,Donald Trump,yes,1,Negative,1,None of the above,EdMahmoud,2,RT @stephenmengland: Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs a๏ฟฝ,Houston,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:377
771,No candidate mentioned,yes,1,Neutral,0.664,None of the above,ComedianMarcya,0,"Interesting. If nobody had fact checked, would the candidates have returned the funds? #GOPDebate. #BlackLivesMatter https://t.co/ZIRtDzlklA","North Carolina, USA",Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:378
772,No candidate mentioned,yes,1,Positive,0.6607,None of the above,GentlemanRascal,56,"RT @AmandaWills: Personally, this was my favorite moment from last night. #GOPDebate http://t.co/AIvDiPqw5r",Tennessee ,,,,,,,,,,,,,,3/29/2021 9:379
773,No candidate mentioned,yes,1,Positive,0.6748,Religion,gbeck048,1245,"RT @Franklin_Graham: As you watch the #GOPDebate, pray for the future of this nation and that America would turn back to God. #PrayforAmeri๏ฟฝ",,,,,,,,,,,,,,,3/29/2021 9:380
774,Donald Trump,yes,1,Negative,1,None of the above,JimC146,0,"I'm quite certain that the @realDonaldTrump is working for @HillaryClinton. It is his mission to get her elected.

#GOPDebate",Ohio,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:381
775,Donald Trump,yes,1,Positive,1,None of the above,Koolmoe21,1,RT @blondieforkeeps: @Koolmoe21 I want a #trump for president shirt!!! #GOPDebate,Somewhere in Pennsylvania!,,,,,,,,,,,,,,3/29/2021 9:382
776,Donald Trump,yes,1,Neutral,0.3671,None of the above,MsLyriss,34,"RT @larryelder: Trump SHOULD have said, ""If that's how you wish to begin, ask these gentlemen will THEY support ME when I win the nominatio๏ฟฝ",,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:383
777,Donald Trump,yes,1,Positive,1,None of the above,PozPatrol,44,RT @rabite: The winner is clear: @realDonaldTrump #GOPDebate http://t.co/w2gxqowO4P,Spergatory,Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:384
778,Donald Trump,yes,1,Positive,0.6643,FOX News or Moderators,dare2dream82,3,RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,United States,,,,,,,,,,,,,,3/29/2021 9:385
779,No candidate mentioned,yes,1,Negative,1,None of the above,BlackPyrotoz,1,RT @Pyrotoz: The #GOPDebate is like watching a bunch of chimps throw their own shit at each other.,,,,,,,,,,,,,,,3/29/2021 9:386
780,No candidate mentioned,yes,0.6848,Negative,0.6848,None of the above,PibRm,0,"My thoughts exactly.
#FrothyMixture
#GOPDebate 

http://t.co/xccj3HGJq8","New Jersey, USA",Pacific Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:387
781,No candidate mentioned,yes,1,Negative,0.6539,Gun Control,christine_d11,2,Disappointed (not surprisingly) that the #GOPDebate didn't include talk about #gunviolence. This is unconscionable. http://t.co/FntnF5ZeNU,,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:388
782,No candidate mentioned,yes,0.6737,Negative,0.6737,Abortion,Notintheface1,0,"The abortion portion of the #GOPDebate sure degenerated into one big ""Let Mommy Die"" Off, didn't it?",,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:389
783,Ted Cruz,yes,0.6484,Positive,0.3516,None of the above,TheVGBlog,0,#GOPDebate: Ted Cruz๏ฟฝ๏ฟฝ๏ฟฝs Precious Daughters Steal The Show: There were certainly some๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝdid they really just say ... http:/,,Arizona,,,,,,,,,,,,,3/29/2021 9:390
784,No candidate mentioned,yes,1,Negative,1,None of the above,RawEthiopian,0,#GOPDebate was a joke,,,,,,,,,,,,,,,3/29/2021 9:391
785,No candidate mentioned,yes,1,Negative,0.6591,FOX News or Moderators,OlmueAnn,0,"After that hilarious #GOPDebate I think the only real candidates are 
@HillaryClinton and @BernieSanders http://t.co/c6ulr4O8hE","Olmu๏ฟฝ๏ฟฝ, C",Santiago,,,,,,,,,,,,,3/29/2021 9:392
786,Donald Trump,yes,0.6484,Negative,0.6484,None of the above,norah_s,3,RT @lesleyabravanel: My girl Hillary Clinton whips and nae naes like nobody's business. That's why Trump had to pay her to come to his wedd๏ฟฝ,"��T: 1.322264,103.790868",Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:393
787,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,StrivingAlly,3,"RT @Dreamweasel: FOX NEWS: ""Why is a smug, sexist asshole that people support bc he's a smug, sexist asshole acting like a smug, sexist ass๏ฟฝ",Australia,Sydney,,,,,,,,,,,,,3/29/2021 9:394
788,No candidate mentioned,yes,1,Positive,0.6809,FOX News or Moderators,nanaziegler,10,RT @guypbenson: I predicted big ratings for Fox's #GOPDebate. I did not expect they'd be this big... http://t.co/IJseDrcUlZ,PSL Florida,Quito,,,,,,,,,,,,,3/29/2021 9:395
789,No candidate mentioned,yes,1,Negative,1,None of the above,MissAustin15,0,I couldn't help myself... Why GOP Candidates Need a Pageant Coach. #GOPDEBATE #BLOG http://t.co/wj05xZksA0 http://t.co/Jpxno0Jo5A,Dallas,,,,,,,,,,,,,,3/29/2021 9:396
790,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,EscapeVelo,46,RT @k_mcq: Megyn Kelly is acting like an SJW repeating @PPact talking points &amp; taking insults against feminists personally. Waste of space!๏ฟฝ,Twitter,,,,,,,,,,,,,,3/29/2021 9:397
791,Donald Trump,yes,1,Negative,1,None of the above,matt_boyd_smith,0,Absolutely terrifying. #Trump #GOPDebate http://t.co/m2leGhw8fJ,Dirty Dirty,Eastern Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:398
792,No candidate mentioned,yes,0.6628,Negative,0.6628,None of the above,jediane9,1,Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,"Golden Valley, MN",Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:399
793,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,VirginiaMudPie,147,RT @goldengateblond: Megyn Kelly better be careful with her tone or she'll be called the worst thing possible: a feminist. #GOPDebate,,Central Time (US & Canada),,,,,,,,,,,,,3/29/2021 9:400
